close,epoch,high,low,open
9259.83,1768498920.0,9261.24,9259.71,9260.72
9257.02,1768498980.0,9260.14,9256.67,9259.7
9255.92,1768499040.0,9257.3,9255.73,9256.83
9256.73,1768499100.0,9257.72,9255.22,9255.78
9256.21,1768499160.0,9257.53,9255.69,9257.01
9257.04,1768499220.0,9257.47,9255.91,9256.19
9259.67,1768499280.0,9259.86,9257.14,9257.32
9259.22,1768499340.0,9259.41,9257.73,9259.39
9260.54,1768499400.0,9260.56,9257.53,9259.22
9259.48,1768499460.0,9260.67,9259.37,9260.53
9259.51,1768499520.0,9259.61,9258.53,9259.48
9261.34,1768499580.0,9261.4,9259.2,9259.22
9262.95,1768499640.0,9262.95,9260.05,9260.96
9263.85,1768499700.0,9264.0,9262.41,9263.04
9262.89,1768499760.0,9264.51,9262.75,9263.99
9265.22,1768499820.0,9265.44,9261.93,9262.82
9264.27,1768499880.0,9265.36,9263.45,9264.97
9264.58,1768499940.0,9265.21,9264.18,9264.27
9265.81,1768500000.0,9266.63,9264.81,9264.81
9265.83,1768500060.0,9267.1,9265.64,9265.78
9267.25,1768500120.0,9267.69,9265.61,9265.61
9268.12,1768500180.0,9268.75,9267.39,9267.39
9267.41,1768500240.0,9268.65,9266.8,9268.01
9268.74,1768500300.0,9268.98,9267.31,9267.32
9268.76,1768500360.0,9269.01,9267.85,9268.67
9267.18,1768500420.0,9268.87,9267.18,9268.78
9264.92,1768500480.0,9267.36,9264.66,9267.36
9262.7,1768500540.0,9264.86,9262.7,9264.83
9265.03,1768500600.0,9265.03,9262.41,9262.76
9264.0,1768500660.0,9267.05,9263.99,9265.0
9265.26,1768500720.0,9265.26,9263.79,9263.95
9267.0,1768500780.0,9267.37,9265.31,9265.39
9267.89,1768500840.0,9268.84,9267.06,9267.06
9269.59,1768500900.0,9270.27,9268.04,9268.04
9271.09,1768500960.0,9271.52,9269.25,9269.74
9272.11,1768501020.0,9272.49,9270.84,9270.95
9270.83,1768501080.0,9272.92,9270.66,9272.3
9271.28,1768501140.0,9272.27,9271.02,9271.13
9271.93,1768501200.0,9272.51,9271.11,9271.14
9270.55,1768501260.0,9272.41,9270.4,9272.08
9272.56,1768501320.0,9272.67,9270.14,9270.51
9274.0,1768501380.0,9274.57,9272.6,9272.6
9274.91,1768501440.0,9275.69,9273.63,9273.85
9277.29,1768501500.0,9277.88,9274.65,9274.86
9275.37,1768501560.0,9277.07,9275.01,9277.0
9275.73,1768501620.0,9276.86,9275.68,9275.68
9273.75,1768501680.0,9275.42,9273.58,9275.42
9271.99,1768501740.0,9273.72,9271.88,9273.51
9272.12,1768501800.0,9272.59,9271.24,9271.96
9271.75,1768501860.0,9272.55,9271.14,9272.14
9270.87,1768501920.0,9272.27,9270.06,9271.82
9272.01,1768501980.0,9272.23,9270.18,9270.93
9272.37,1768502040.0,9272.74,9271.52,9272.01
9270.83,1768502100.0,9273.17,9270.83,9272.61
9269.07,1768502160.0,9271.05,9268.16,9270.86
9271.67,1768502220.0,9271.67,9268.73,9269.1
9270.24,1768502280.0,9271.95,9270.03,9271.66
9268.2,1768502340.0,9270.08,9268.08,9270.08
9267.53,1768502400.0,9268.37,9266.64,9268.12
9266.25,1768502460.0,9267.52,9265.94,9267.41
9264.51,1768502520.0,9266.4,9264.01,9266.23
9265.66,1768502580.0,9265.97,9264.77,9264.79
9265.41,1768502640.0,9266.59,9265.41,9265.55
9264.21,1768502700.0,9265.93,9264.18,9265.23
9264.53,1768502760.0,9264.91,9263.35,9264.56
9263.4,1768502820.0,9264.27,9263.26,9264.27
9263.08,1768502880.0,9263.98,9262.73,9263.45
9262.16,1768502940.0,9263.01,9262.16,9262.86
9262.71,1768503000.0,9263.75,9262.04,9262.18
9262.46,1768503060.0,9263.58,9262.21,9262.67
9262.43,1768503120.0,9263.44,9262.24,9262.73
9261.93,1768503180.0,9263.37,9261.84,9262.51
9261.12,1768503240.0,9262.35,9261.07,9261.74
9261.63,1768503300.0,9262.95,9261.37,9261.6
9262.37,1768503360.0,9262.88,9261.32,9261.52
9261.79,1768503420.0,9263.04,9261.57,9262.41
9261.95,1768503480.0,9262.43,9261.15,9261.82
9261.32,1768503540.0,9263.14,9261.32,9261.85
